"F_得意先番号","F_得意先名称","F_得意先略称","F_敬称","F_英語名称","F_先担当部課","F_先担当","F_先担当敬称","F_経理担当部課","F_経理担当","F_経理担当敬称","F_郵便番号","F_住所１","F_住所２","F_住所３","F_英語住所１","F_英語住所２","F_電話番号","F_ＦＡＸ番号１","F_ＦＡＸ番号２","F_輸送ＬＴ","F_請求先番号","F_納品書発行","F_在庫引当区分","F_個別登録","F_検収区分","F_担当者","F_更新日付","F_更新時刻","F_照会項目","F_登録日","F_更新日","F_検査ＬＴ","F_予備ＬＴ","F_印刷Ｂ","F_切断余長区分","F_生産担当"
"1411222","大京　株式会社","大京㈱","様","DAIKYO INCORPORATED","","吉田","様","","","","923-8581","石川県小松市串町工業団地1-1","","","","Komatsu","0761-44-1111","0761-44-8888","","2","1411222","2","2","2","1","100046","ﾀﾞｲｷｮｳ","13:56:13","","2002/07/24 00:00:00","2016/07/25 00:00:00","3","0","1","N","100149"
"1417391","田村車輛株式会社","田村車輛㈱","様","","","","","","","","924","石川県松任市横江町1558","（石川県鉄工団地内）","","","","0762-76-1270","076-276-0706","","1","1417391","1","2","2","1","100009","ﾀﾑﾗｼｬﾘｮｳ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"1428313","中央精工株式会社","中央精工㈱","様","","","","","","","","531-0071","大阪市北区中津４丁目８番１３号","","","","","06-6371-2266","06-6371-7322","","1","1428313","2","2","2","1","100009","ﾁｭｳｵｳｾｲｺｳ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"2999999","大栄電機株式会社","大栄電機㈱","御中","","","","","","","","6512271","兵庫県神戸市西区高塚台3丁目2-53","","","","","078-991-3621","078-991-3620","","1","2999999","3","2","1","1","300137","ﾀﾞｲｴｲﾃﾞﾝｷ","10:27:31","","2014/11/18 00:00:00","2022/05/17 00:00:00","1","0","","N",""
"1441211","株式会社テイアンドシイ","㈱テイアンドシイ","御中","T&C","","","","","","","530-0044","大阪市北区東天満２丁目２番３号","ダイアパレス南森町４０３号","","","Komatsu","06-6356-5135","06-6356-5136","","2","1441211","1","2","2","1","100025","ﾃｲｱﾝﾄﾞｼｲ","14:29:41","","2002/07/24 00:00:00","2008/07/04 00:00:00","4","0","1","N",""
"14412111","株式会社サンセイテクノス","㈱サンセイテクノス","御中","Sansei Tecknos","","","","","","","587-0022","大阪府堺市美原区平尾2358-1","","経理課　　　　　　　　　　　　　　御中","","","072-369-5111","06-6398-3320","","3","14412111","1","2","2","1","300137","ｻﾝｾｲﾃｸﾉｽ","10:17:02","","2002/07/24 00:00:00","2009/09/24 00:00:00","2","0","1","N",""
"1257143C","鋳鍛センター","鋳鍛センター","様","","","","","","","","573-1011","大阪府枚方市上野３－１－１","コマツ大阪工場","","","","0720-","0720-","","2","1257143","","1","2","1","100009","ﾁｭｳﾀﾝｾﾝﾀｰ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"1257143D","第一部品センター","第一部品センター","様","","","","","","","","573-1011","大阪府枚方市上野３－１－１","コマツ大阪工場","","","","0720-","0720-","","1","1257143","3","1","2","1","190047","ﾀﾞｲｲﾁﾌﾞﾋﾝｾ","11:06:14","","2002/07/24 00:00:00","2005/03/28 00:00:00","1","0","","N",""
"1257143E","中宮特工","中宮特工","様","","","","","","","","573-1011","大阪府枚方市上野３－１－１","コマツ大阪工場","","","","0720-","0720-","","2","1257143","","1","2","1","100009","ﾅｶﾐﾔﾄｯｺｳ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"1257143F","小松物流キット場","小松物流キット場","様","","","","","","","","573-1011","大阪府枚方市上野３－１－１","コマツ大阪工場","","","","0720-","0720-","","2","1257143","","1","2","1","100009","ｺﾏﾂﾌﾞﾂﾘｭｳｷ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"1257143H","補給部品センター","補給部品センター","様","","","","","","","","573-1011","大阪府枚方市上野３－１－１","コマツ大阪工場","","","","0720-","0720-","","2","1257143","","1","2","1","100009","ﾎｷｭｳﾌﾞﾋﾝｾﾝ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N","100149"
"1257143J","特工甲斐","特工甲斐","様","","","","","","","","573-1011","大阪府枚方市上野３－１－１","コマツ大阪工場","","","","0720-","0720-","","2","1257143","","1","2","1","100009","ﾄｯｺｳｶｲ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"1257143K","コマツ大阪工場　購買本部","コマツ大阪工場　購買本部","様","","","鈴木","様","","","","573-1011","大阪府枚方市上野３－１－１","","","","Komatsu","072-840-6975","072-840-5328","","1","1257143K","3","2","1","2","190047","ｺﾏﾂｵｵｻｶ","16:09:47","","2002/07/24 00:00:00","2006/02/16 00:00:00","1","0","","N","100149"
"1257143L","ＰＳ　ライン","ＰＳ　ライン","様","","","","","","","","573-1011","大阪府枚方市上野３－１－１","コマツ大阪工場","","","","0720-40-6971","0720-40-5328","","3","1257143","2","1","2","1","100046","PS-Lﾗｲﾝ","09:47:33","","2002/07/24 00:00:00","2021/03/24 00:00:00","7","0","","N",""
"1257143M","9BEN部品荷卸場","9BEN部品荷卸場","様","","","","","","","","573-1011","大阪府枚方市上野３－１－１","コマツ大阪工場","","","","0720-","0720-","","2","1257143","","1","2","1","100009","ﾌﾞﾂﾘｭｳｼｭｯｶ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"15158345","㈱大淀ﾃﾞｨｰｾﾞﾙ","株式会社大淀ディーゼル","様","","","","","","","","531-0076","大阪市北区大淀中3丁目8番2号","","","","","06-6453-2291","06-6451-6561","","1","15158345","0","2","2","1","100009","ｵｵﾖﾄﾞﾃﾞｨｰｾ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"1526600","日本輸送機株式会社","ニチユ","様","","","","","","","","617-8585","京都府長岡京市東神足２丁目１番１号","","","","","075-956-8628","075-953-4825","","1","1526600","2","2","2","1","100009","ﾆﾎﾝﾕｿｳｷ(ｶﾌ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","0","N",""
"1619032","阪神機器株式会社","阪神機器㈱","様","","","","","","","","651-2271","神戸市西区高塚台１－５－８","","","","","078-992-2391","078-992-2395","","1","1619032","2","2","2","1","100009","ﾊﾝｼﾝｷｷ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"1619935","株式会社　汎建製作所","㈱汎建製作所","御中","HANKEN WORKS","","","","","","","636-0204","奈良県磯城郡川西町唐院712-3","","","","Komatsu","0745-44-2361","0745-44-2247","","2","1619935","2","2","2","1","100046","ﾊﾝｹﾝｾｲｻｸｼｮ","16:22:11","","2002/07/24 00:00:00","2016/10/13 00:00:00","1","0","1","N","100149"
"1624100","株式会社日立建機ティエラ","㈱日立建機ティエラ","様","Hitachi Construction Machinery Tierra Co., Ltd","","","","","","","528-0061","滋賀県甲賀市水口町笹ヶ丘1-2","","","","Hitachi","0748-62-6433","0748-62-9072","","2","1624100","2","2","2","1","100011","ﾋﾀﾁｹﾝｷﾃｨｴﾗ","14:06:01","","2002/07/24 00:00:00","2012/02/29 00:00:00","1","1","1","S","100115"
"1628525","兵庫貿易商事株式会社","兵庫貿易商事㈱","様","","","","","","","","650-0015","神戸市中央区多聞通４丁目１番３号","ナカヤマビル４階","解散　ﾛｲﾔﾙｺﾝﾄﾛ-ﾙｽﾞへ継承","","","078-341-3581","078-371-1585","","1","1628525","0","2","2","1","100009","ﾋｮｳｺﾞﾎﾞｳｴｷ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"16285251","兵庫貿易商事株式会社　高砂営業所","兵庫貿易商事㈱　高砂営業所","様","","","","","","","","676-0004","高砂市荒井町千鳥２－６－２０","（フォワードビル）","","","","0794-42-3557","0794-43-6387","","2","16285251","","2","2","1","100009","ﾋｮｳｺﾞﾎﾞｳｴｷ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"1632332","福伸電機㈱福崎工場","福伸電機㈱福崎工場","様","","","","","","","","679-2205","神崎群福崎町西治８３３－１","","","","","000-","000-","","2","1632332","0","2","2","1","100009","ﾌｸｼﾝﾃﾞﾝｷ ﾌ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"1633213","藤浦産業株式会社","藤浦産業㈱","様","","","","","","","","570-0002","守口市佐太中町３丁目２番２８号","","","","","06-6903-2331","06-6905-6767","","1","1633213","0","2","2","1","100009","ﾌｼﾞｳﾗｻﾝｷﾞｮ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","1","N",""
"1722352","株式会社ミクニ","㈱ミクニ","様","","","","","","","","101-0021","東京都千代田区外神田６丁目１３－１１","ミクニビル８Ｆ","担当者　様　　　御中","","","03-3833-9545","03-3833-9540","","1","1722352","2","2","2","1","100009","ﾐｸﾆ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"1724363","三菱半導体北伊丹資材センター","三菱半導体北伊丹資材センター","様","","","","","","","","664-0832","伊丹市下河原畑ヶ屋１４１－１　ふじビル","","","","","0727-84-7850","0727-84-7852","","1","1724363","0","2","2","1","100009","ﾐﾂﾋﾞｼﾊﾝｼﾞﾄ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"17243631","三菱電機株式会社福岡製作所","三菱電機㈱福岡製作所","様","","","","","","","","819-0161","福岡市西区今宿東１丁目１番１号","","","","","092-806-0431","092-","","2","1724363","1","2","2","1","100009","ﾐﾂﾋﾞｼﾃﾞﾝｷﾌ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"17243632","加古電機株式会社　和田山工場","加古電機（株）和田山工場","様","","","","","","","","669-5265","兵庫県朝来郡和田山町筒江字中山１６５","","","","","0796-74-0068","0796-74-0120","","2","17243632","","2","2","1","100009","ﾐﾂﾋﾞｼﾃﾞﾝｷﾌ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"1724365","三菱電機株式会社　姫路製作所","三菱電機㈱　姫路製作所","様","","","","","","","","670-0993","姫路市千代田町８４０番地","","","","","0792-93-1251","0792-98-8870","","2","1724365","0","2","2","1","100009","ﾐﾂﾋﾞｼﾃﾞﾝｷﾋ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"1724523","株式会社 ミトクハーネス","㈱ミトクハーネス","御中","","","","","","","","683-0362","鳥取県西伯郡南部町原251-25","","F 0254-50-7388 T0254-50-7380","","","0859-39-6211","0859-39-6622","","1","1724523","0","2","2","1","300137","ﾐﾄｸﾊ-ﾈｽ","11:27:55","","2002/07/24 00:00:00","2012/06/28 00:00:00","1","0","1","N",""
"1724600","水戸工業株式会社","水戸工業株式会社","様","Mito Kogyou","","","","","","","673-0003","明石市鳥羽297-47　ｻﾝﾊｲﾂ宮吉1Ｆ","","","","","078-924-5461","078-924-5462","","1","1724600","1","2","2","1","100015","ﾐﾄｺｳｷﾞｮｳ(ｶ","16:35:44","","2002/07/24 00:00:00","2005/05/13 00:00:00","1","0","1","N",""
"1817123","山口車体工業株式会社","山口車体工業㈱","様","Yamaguchi","","加藤","","","","","504-0814","岐阜県各務原市蘇原興亜町２丁目１－１","","","","Komatsu","0583-82-1155","0583-83-3249","","4","1817123","0","2","2","1","100046","ﾔﾏｸﾞﾁｼｬﾀｲｺ","09:22:10","","2002/07/24 00:00:00","2008/12/02 00:00:00","1","0","1","N",""
"1817141","株式会社　山武","㈱山武","様","","","","","","","","673-0005","明石市小久保1-4-4日本生命西明石ビル2Ｆ","","","","","078-926-1155","078-926-1177","","1","1817141","1","2","2","1","100009","ﾔﾏﾀｹ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","1","N",""
"1451321","株式会社　東海理化クリエイト","㈱東海理化","御中","Tokai Rika Create Corporation","","新美","様","","","","461-0004","名古屋市東区葵2丁目3番10号","","","","Komatsu","052-934-2111","052-934-2101","","3","1451321","2","2","2","1","100105","ﾄｳｶｲﾘｶﾊﾝﾊﾞ","09:46:31","","2002/07/24 00:00:00","2017/03/22 00:00:00","2","0","1","N","100149"
"1451321M","株式会社　マルトー","㈱マルトー","様","","","","","","","","492-8181","愛知県稲沢市日下部北町3-10","","","","","0587-21-2293","052-934-2103","","1","1451321M","3","2","2","1","190107","ﾏﾙﾄｰ","09:04:21","","2002/07/24 00:00:00","2006/04/20 00:00:00","1","0","1","N",""
"1451321N","株式会社　成田製作所","㈱成田製作所","様","","","","","","","","456-0033","愛知県名古屋市熱田区花表町20-12","","","","","052-881-6193","052-","","1","1451321N","3","2","2","1","100009","ﾅﾘﾀｾｲｻｸｼｮ","12:17:41","","2002/07/24 00:00:00","2004/07/20 00:00:00","1","0","1","N",""
"1451321Y","山本運輸倉庫株式会社","山本運輸倉庫㈱","様","","","","","","","","481-0006","愛知県西春日井郡師勝町大字熊之庄六の坪72","","","","","0568-24-3900","0568-24-3700","","1","1451321Y","3","2","2","1","100009","ﾔﾏﾓﾄｳﾝﾕｿｳｺ","12:18:00","","2002/07/24 00:00:00","2004/07/20 00:00:00","1","0","","N",""
"1451400","東洋製鉄株式会社","東洋製鉄㈱　京都工場","御中","toyo Seitetsu","","","","","","","618-0081","京都府乙訓郡大山崎町字下植野小字五条本28","","","","","075-956-2305","075-957-5608","","3","1451400","1","2","2","1","300137","ﾄｳﾖｳｾｲﾃﾂ(ｶ","15:30:15","","2002/07/24 00:00:00","2015/02/20 00:00:00","2","0","1","N","100149"
"1451485","東洋コントロ－ル株式会社","東洋コントロ－ル㈱","様","","","","","","","","335-0022","埼玉県戸田市上戸田２０番１号","","","","","048-445-8200","048-445-8211","","1","1451485","1","2","2","1","100009","ﾄｳﾖｳｺﾝﾄﾛ-ﾙ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"1457514","株式会社トモエシステム　広島","㈱トモエシステム　広島","御中","","","","","","","","731-0124","広島市安佐南区大町3-2-4","","材料売り単価の5倍","","","082-873-8110","082-877-7945","","1","1457514","0","2","2","1","9982","ﾄﾓｴｼｽﾃﾑ","09:26:16","","2002/07/24 00:00:00","2007/04/23 00:00:00","1","0","1","N",""
"1458535","株式会社トーヨーコーポレーション","（㈱トーヨーコーポレーション","様","","","","","","","","561-0814","大阪府豊中市豊南町東３丁目８－７","","","","","06-6334-0631","06-6334-0635","","2","1458535","0","2","2","1","100009","ﾄｰﾖｰｺｰﾎﾟﾚｰ","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"151523","オークラ工業株式会社","オークラ工業㈱","様","","","","","","","","675-0025","兵庫県加古川市尾上町養田1378","材料売り　単価×10倍","","","","0794-22-0423","0794-22-1702","","1","151523","1","2","2","1","100025","ｵｰｸﾗｺｳｷﾞｮｳ","09:51:40","","2002/07/24 00:00:00","2006/07/21 00:00:00","1","0","","N",""
"8341524","三菱倉庫株式会社神戸支店","三菱倉庫㈱神戸支店","様","","","","","","","","568-0033","神戸市灘区向洋町西２丁目","","","","","078-857-1971","857-1978","","2","8341524","3","2","1","1","190047","ﾐﾂﾋﾞｼｿｳｺｺｳ","16:26:06","","2002/07/24 00:00:00","2003/12/08 00:00:00","1","0","","N",""
"18341525","コベルコ建機株式会社","コベルコ建機㈱　クレーン汎用部","様","Kobelco Cranes Co.,Ltd","","","","","","","674-0063","兵庫県明石市大久保町八木740","","","","Kobelco","278-936-1335","078-935-1029","","3","18341525","3","2","2","1","100025","ｺﾍﾞﾙｺｸﾚｰﾝ","10:51:48","","2002/07/24 00:00:00","2026/05/14 13:27:54","2","0","","N","100110"
"D000","ＰＳ－ＬＤ","ＰＳ－ＬＤ","様","","","","","","","","573-1011","大阪府枚方市上野３－１－１","","","","","072-8","072-8","","2","D000","","2","2","1","100009","PS-LD","11:04:01","","2002/07/24 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"2911245","（有）ライトテクニカルスポット","㈲ライトテクニカルスポット","様","","","","","","","","675-0024","加古川市尾上町長田１１３－４","","外注　　　　　　　　　　　　　　　　御中","","","0794-25-5435","0794-25-4460","","1","2911245","0","2","2","1","100009","ﾗｲﾄﾃｸﾆｶﾙｽﾎ","11:04:01","","2002/08/12 00:00:00","2003/01/13 00:00:00","1","0","","N",""
"1652112","北海道重建機工株式会社","北海道重建機工㈱","様","","","福田","","","","","061-1271","北海道北広島市大曲中央1丁目2番地6","材料売り　単価×5","","","","011-377-4557","011-377-4559","","1","1652112","0","2","2","1","100025","ﾎｯｶｲﾄﾞｳｼﾞｭ","13:15:31","","2002/09/27 00:00:00","2005/12/13 00:00:00","1","0","","N",""
